elev_ft,stor_af
824.9,107083.1
825.0,107253.7
825.1,107424.4
825.2,107595.2
825.3,107766.2
825.4,107937.3
825.5,108108.6
825.6,108280.1
825.7,108451.7
825.8,108623.5
825.9,108795.4
826.0,108967.4
826.1,109139.6
826.2,109312.0
826.3,109484.5
826.4,109657.2
826.5,109830.0
826.6,110002.9
826.7,110175.9
826.8,110349.1
826.9,110522.4
827.0,110695.8
827.1,110869.4
827.2,111043.1
827.3,111216.9
827.4,111390.9
827.5,111565.0
827.6,111739.2
827.7,111913.5
827.8,112088.0
827.9,112262.6
828.0,112437.3
828.1,112612.2
828.2,112787.2
828.3,112962.4
828.4,113137.6
828.5,113313.0
828.6,113488.6
828.7,113664.3
828.8,113840.1
828.9,114016.0
829.0,114192.1
829.1,114368.3
829.2,114544.7
829.3,114721.2
829.4,114897.8
829.5,115074.6
829.6,115251.5
829.7,115428.5
829.8,115605.7
829.9,115783.0
830.0,115960.4
830.1,116138.0
830.2,116315.7
830.3,116493.5
830.4,116671.4
830.5,116849.5
830.6,117027.7
830.7,117206.0
830.8,117384.5
830.9,117563.1
831.0,117741.8
831.1,117920.6
831.2,118099.6
831.3,118278.7
831.4,118457.9
831.5,118637.3
831.6,118816.7
831.7,118996.3
831.8,119176.1
831.9,119355.9
832.0,119535.9
832.1,119716.0
832.2,119896.2
832.3,120076.5
832.4,120257.0
832.5,120437.6
832.6,120618.3
832.7,120799.2
832.8,120980.1
832.9,121161.2
833.0,121342.5
833.1,121523.8
833.2,121705.3
833.3,121886.9
833.4,122068.7
833.5,122250.6
833.6,122432.6
833.7,122614.7
833.8,122797.0
833.9,122979.4
834.0,123162.0
834.1,123344.7
834.2,123527.5
834.3,123710.4
834.4,123893.5
834.5,124076.8
834.6,124260.1
834.7,124443.6
834.8,124627.3
834.9,124811.1
835.0,124995.0
835.1,125179.1
835.2,125363.3
835.3,125547.7
835.4,125732.2
835.5,125916.8
835.6,126101.6
835.7,126286.6
835.8,126471.7
835.9,126656.9
836.0,126842.3
836.1,127027.8
836.2,127213.4
836.3,127399.2
836.4,127585.2
836.5,127771.3
836.6,127957.5
836.7,128143.9
